bgc,ss_nospace,sppsplit,suitability,spp,newsuit,mod,outrange,Zone,Note
CWHvm3,CWHvm3/113,Tw,3,Tw,,,FALSE,CWH,imputed
CWHvm3,CWHvm3/103,Yc,2,Yc,,,FALSE,CWH,imputed
CWHvm3,CWHvm3/101,Yc,2,Yc,,,FALSE,CWH,imputed
CWHvm3,CWHvm3/Fl51,Yc,1,Yc,,,FALSE,CWH,imputed
CWHvm3,CWHvm3/Ws54,Yc,2,Yc,,,FALSE,CWH,imputed
CWHvm3,CWHvm3/Ws56,Yc,2,Yc,,,FALSE,CWH,imputed
CWHvm3,CWHvm3/104,Yc,2,Yc,,,FALSE,CWH,imputed
CWHvm3,CWHvm3/114,Yc,2,Yc,,,FALSE,CWH,imputed
CWHvm4,CWHvm4/102,Ba,3,Ba,,,FALSE,CWH,imputed
CWHvm4,CWHvm4/112,Dr,2,Dr,,,FALSE,CWH,imputed
CWHvm4,CWHvm4/111,Plc,3,Pl,,,FALSE,CWH,imputed
CWHvm4,CWHvm4/111,Pw,2,Pw,,,FALSE,CWH,imputed
CWHvm4,CWHvm4/113,Pw,3,Pw,,,FALSE,CWH,imputed
CWHvm4,CWHvm4/113,Tw,4,Tw,,,FALSE,CWH,imputed
CWHwh1,CWHwh1/Wb51,Hm,2,Hm,,,FALSE,CWH,imputed
CWHwh1,CWHwh1/116,Hm,2,Hm,,,FALSE,CWH,imputed
CWHwh1,CWHwh1/101a,Hm,2,Hm,,,FALSE,CWH,imputed
CWHwh1,CWHwh1/110b,Hm,2,Hm,,,FALSE,CWH,imputed
CWHwh1,CWHwh1/101,Plc,3,Pl,,,FALSE,CWH,imputed
CWHwh1,CWHwh1/115,Tw,3,Tw,,,FALSE,CWH,imputed
CWHwh1,CWHwh1/102,Tw,3,Tw,,,FALSE,CWH,imputed
CWHwh1,CWHwh1/110a,Tw,3,Tw,,,FALSE,CWH,imputed
CWHwh1,CWHwh1/102,Yc,3,Yc,,,FALSE,CWH,imputed
CWHwh1,CWHwh1/101,Yc,3,Yc,,,FALSE,CWH,imputed
CWHwh1,CWHwh1/110b,Yc,2,Yc,,,FALSE,CWH,imputed
CWHwh1,CWHwh1/110a,Yc,2,Yc,,,FALSE,CWH,imputed
CWHwh2,CWHwh2/111,Plc,2,Pl,,,FALSE,CWH,imputed
CWHwm,CWHwm/Fm50,Yc,2,Yc,,,FALSE,CWH,imputed
CWHwm,CWHwm/101b,Yc,1,Yc,,,FALSE,CWH,imputed
CWHws2,CWHws2/102,Ac,4,Ac,,,FALSE,CWH,imputed
CWHws2,CWHws2/101,At,3,At,,,FALSE,CWH,imputed
CWHws2,CWHws2/101,Fdc,2,Fd,,,FALSE,CWH,imputed
CWHws2,CWHws2/110,Fdc,2,Fd,,,FALSE,CWH,imputed
CWHws2,CWHws2/110,Plc,4,Pl,,,FALSE,CWH,imputed
CWHws2,CWHws2/102,Sx,3,Sx,,,FALSE,CWH,imputed
CWHws2,CWHws2/110,Tw,4,Tw,,,FALSE,CWH,imputed
CWHws2,CWHws2/101,Yc,2,Yc,,,FALSE,CWH,imputed
CWHws2,CWHws2/102,Yc,1,Yc,,,FALSE,CWH,imputed
CWHws3,CWHws3/102,Hm,3,Hm,,,FALSE,CWH,imputed
CWHws3,CWHws3/101,Hm,2,Hm,,,FALSE,CWH,imputed
CWHws3,CWHws3/103,Hm,2,Hm,,,FALSE,CWH,imputed
CWHws3,CWHws3/Fm50,Hw,1,Hw,,,FALSE,CWH,imputed
CWHws3,CWHws3/101,Ss,2,Ss,,,FALSE,CWH,imputed
CWHws3,CWHws3/101,Yc,2,Yc,,,FALSE,CWH,imputed
CWHws3,CWHws3/103,Yc,2,Yc,,,FALSE,CWH,imputed
CWHxs,CWHxs/101.2,Ba,4,Ba,,,FALSE,CWH,imputed
CWHxs,CWHxs/101.1,Ba,4,Ba,,,FALSE,CWH,imputed
CWHxs,CWHxs/101,Bl,3,Bl,,,FALSE,CWH,imputed
CWHxs,CWHxs/101.1,Bl,4,Bl,,,FALSE,CWH,imputed
CWHxs,CWHxs/103,Ep,3,Ep,,,FALSE,CWH,imputed
CWHxs,CWHxs/103.1,Ep,3,Ep,,,FALSE,CWH,imputed
CWHxs,CWHxs/101,Mb,3,Mb,,,FALSE,CWH,imputed
CWHxs,CWHxs/101,Mv,2,Mv,,,FALSE,CWH,imputed
CWHxs,CWHxs/111,Mv,3,Mv,,,FALSE,CWH,imputed
CWHxs,CWHxs/101.2,Mv,3,Mv,,,FALSE,CWH,imputed
CWHxs,CWHxs/110,Mv,1,Mv,,,FALSE,CWH,imputed
CWHxs,CWHxs/101,Plc,3,Pl,,,FALSE,CWH,imputed
CWHxs,CWHxs/101.1,Plc,2,Pl,,,FALSE,CWH,imputed
ESSFdc2,ESSFdc2/101,At,3,At,,,FALSE,ESSF,imputed
ESSFdc2,ESSFdc2/101,Ba,2,Ba,,,FALSE,ESSF,imputed
ESSFdc2,ESSFdc2/101,Fdi,3,Fd,,,FALSE,ESSF,imputed
ESSFdc2,ESSFdc2/112,Pli,2,Pl,,,FALSE,ESSF,NA
ESSFdc3,ESSFdc3/05,Fdi,3,Fd,,,FALSE,ESSF,imputed
ESSFdc3,ESSFdc3/02,Fdi,3,Fd,,,FALSE,ESSF,imputed
ESSFdcp,ESSFdcp/00,Bl,3,Bl,,,FALSE,ESSF,NA
ESSFdcw,ESSFdcw/102,La,2,La,,,FALSE,ESSF,NA
ESSFdcw,ESSFdcw/103,La,3,La,,,FALSE,ESSF,NA
ESSFdh1,ESSFdh1/104,Hw,3,Hw,,,FALSE,ESSF,imputed
ESSFdh1,ESSFdh1/104,Pw,3,Pw,,,FALSE,ESSF,imputed
ESSFdh1,ESSFdh1/101,Pw,3,Pw,,,FALSE,ESSF,imputed
ESSFdk1,ESSFdk1/103,Pf,3,Pf,,,FALSE,ESSF,NA
ESSFdk2,ESSFdk2/101,Bl,1,Bl,,,FALSE,ESSF,NA
ESSFdk2,ESSFdk2/102,Bl,3,Bl,,,FALSE,ESSF,NA
ESSFdk2,ESSFdk2/103,Bl,2,Bl,,,FALSE,ESSF,NA
ESSFdk2,ESSFdk2/104,Bl,2,Bl,,,FALSE,ESSF,NA
ESSFdk2,ESSFdk2/110,Bl,2,Bl,,,FALSE,ESSF,NA
ESSFdk2,ESSFdk2/111,Bl,2,Bl,,,FALSE,ESSF,NA
ESSFdk2,ESSFdk2/112,Bl,2,Bl,,,FALSE,ESSF,NA
ESSFdk2,ESSFdk2/101,Fdi,3,Fd,,,FALSE,ESSF,NA
ESSFdk2,ESSFdk2/102,Fdi,2,Fd,,,FALSE,ESSF,NA
ESSFdk2,ESSFdk2/103,Fdi,2,Fd,,,FALSE,ESSF,NA
ESSFdk2,ESSFdk2/104,Fdi,2,Fd,,,FALSE,ESSF,NA
ESSFdk2,ESSFdk2/111,Hw,4,Hw,,,FALSE,ESSF,imputed
ESSFdk2,ESSFdk2/101,Lw,3,Lw,,,FALSE,ESSF,NA
ESSFdk2,ESSFdk2/102,Lw,3,Lw,,,FALSE,ESSF,NA
ESSFdk2,ESSFdk2/103,Lw,3,Lw,,,FALSE,ESSF,NA
ESSFdk2,ESSFdk2/104,Lw,3,Lw,,,FALSE,ESSF,NA
ESSFdk2,ESSFdk2/101,Pa,3,Pa,,,FALSE,ESSF,NA
ESSFdk2,ESSFdk2/102,Pa,2,Pa,,,FALSE,ESSF,NA
ESSFdk2,ESSFdk2/103,Pa,2,Pa,,,FALSE,ESSF,NA
ESSFdk2,ESSFdk2/104,Pa,3,Pa,,,FALSE,ESSF,NA
ESSFdk2,ESSFdk2/102,Pf,3,Pf,,,FALSE,ESSF,NA
ESSFdk2,ESSFdk2/103,Pf,3,Pf,,,FALSE,ESSF,NA
ESSFdk2,ESSFdk2/111,Pli,2,Pl,,,FALSE,ESSF,imputed
ESSFdk2,ESSFdk2/101,Pli,2,Pl,,,FALSE,ESSF,NA
ESSFdk2,ESSFdk2/102,Pli,2,Pl,,,FALSE,ESSF,NA
ESSFdk2,ESSFdk2/103,Pli,1,Pl,,,FALSE,ESSF,NA
ESSFdk2,ESSFdk2/104,Pli,2,Pl,,,FALSE,ESSF,NA
ESSFdk2,ESSFdk2/112,Pli,3,Pl,,,FALSE,ESSF,NA
ESSFdk2,ESSFdk2/101,Se,1,Sx,,,FALSE,ESSF,NA
ESSFdk2,ESSFdk2/102,Se,2,Sx,,,FALSE,ESSF,NA
ESSFdk2,ESSFdk2/103,Se,2,Sx,,,FALSE,ESSF,NA
ESSFdk2,ESSFdk2/104,Se,1,Sx,,,FALSE,ESSF,NA
ESSFdk2,ESSFdk2/110,Se,1,Sx,,,FALSE,ESSF,NA
ESSFdk2,ESSFdk2/111,Se,1,Sx,,,FALSE,ESSF,NA
ESSFdk2,ESSFdk2/112,Se,2,Sx,,,FALSE,ESSF,NA
ESSFdkp,ESSFdkp/00,Bl,3,Bl,,,FALSE,ESSF,NA
ESSFdkp,ESSFdkp/00,Pli,3,Pl,,,FALSE,ESSF,imputed
ESSFdkw,ESSFdkw/101,Bl,2,Bl,,,FALSE,ESSF,NA
ESSFdkw,ESSFdkw/102,Bl,2,Bl,,,FALSE,ESSF,NA
ESSFdkw,ESSFdkw/103,Bl,2,Bl,,,FALSE,ESSF,NA
ESSFdkw,ESSFdkw/110,Bl,2,Bl,,,FALSE,ESSF,NA
ESSFdkw,ESSFdkw/102,La,2,La,,,FALSE,ESSF,NA
ESSFdkw,ESSFdkw/103,La,2,La,,,FALSE,ESSF,NA
ESSFdkw,ESSFdkw/101,Pa,3,Pa,,,FALSE,ESSF,imputed
ESSFdkw,ESSFdkw/102,Pa,3,Pa,,,FALSE,ESSF,NA
ESSFdkw,ESSFdkw/103,Pa,3,Pa,,,FALSE,ESSF,NA
ESSFdkw,ESSFdkw/101,Pli,3,Pl,,,FALSE,ESSF,NA
ESSFdkw,ESSFdkw/102,Pli,3,Pl,,,FALSE,ESSF,NA
ESSFdkw,ESSFdkw/103,Pli,3,Pl,,,FALSE,ESSF,NA
ESSFdkw,ESSFdkw/101,Se,2,Sx,,,FALSE,ESSF,NA
ESSFdkw,ESSFdkw/102,Se,3,Sx,,,FALSE,ESSF,NA
ESSFdkw,ESSFdkw/103,Se,2,Sx,,,FALSE,ESSF,NA
ESSFdkw,ESSFdkw/110,Se,2,Sx,,,FALSE,ESSF,NA
ESSFdvp,ESSFdvp/00,Bl,3,Bl,,,FALSE,ESSF,NA
ESSFdvw,ESSFdvw/02,At,3,At,,,FALSE,ESSF,NA
ESSFdvw,ESSFdvw/01,Bl,2,Bl,,,FALSE,ESSF,NA
ESSFdvw,ESSFdvw/02,Bl,3,Bl,,,FALSE,ESSF,NA
ESSFdvw,ESSFdvw/03,Bl,3,Bl,,,FALSE,ESSF,NA
ESSFdvw,ESSFdvw/04,Bl,3,Bl,,,FALSE,ESSF,NA
ESSFdvw,ESSFdvw/05,Bl,2,Bl,,,FALSE,ESSF,NA
ESSFdvw,ESSFdvw/06,Bl,2,Bl,,,FALSE,ESSF,NA
ESSFdvw,ESSFdvw/04,Fdi,5,Fd,,,FALSE,ESSF,NA
ESSFdvw,ESSFdvw/02,Hm,2,Hm,,,FALSE,ESSF,NA
ESSFdvw,ESSFdvw/01,Pa,2,Pa,,,FALSE,ESSF,NA
ESSFdvw,ESSFdvw/02,Pa,2,Pa,,,FALSE,ESSF,NA
ESSFdvw,ESSFdvw/03,Pa,2,Pa,,,FALSE,ESSF,NA
ESSFdvw,ESSFdvw/04,Pa,2,Pa,,,FALSE,ESSF,NA
ESSFdvw,ESSFdvw/06,Pa,3,Pa,,,FALSE,ESSF,NA
ESSFdvw,ESSFdvw/01,Pli,3,Pl,,,FALSE,ESSF,NA
ESSFdvw,ESSFdvw/02,Pli,2,Pl,,,FALSE,ESSF,NA
ESSFdvw,ESSFdvw/03,Pli,2,Pl,,,FALSE,ESSF,NA
ESSFdvw,ESSFdvw/04,Pli,2,Pl,,,FALSE,ESSF,NA
ESSFdvw,ESSFdvw/06,Pli,1,Pl,,,FALSE,ESSF,NA
ESSFdvw,ESSFdvw/01,Se,2,Sx,,,FALSE,ESSF,NA
ESSFdvw,ESSFdvw/02,Se,3,Sx,,,FALSE,ESSF,NA
ESSFdvw,ESSFdvw/03,Se,3,Sx,,,FALSE,ESSF,NA
ESSFdvw,ESSFdvw/04,Se,2,Sx,,,FALSE,ESSF,NA
ESSFdvw,ESSFdvw/05,Se,2,Sx,,,FALSE,ESSF,NA
ESSFdvw,ESSFdvw/06,Se,2,Sx,,,FALSE,ESSF,NA
ESSFmc,ESSFmc/03,Ac,4,Ac,,,FALSE,ESSF,imputed
ESSFmc,ESSFmc/02,At,3,At,,,FALSE,ESSF,imputed
ESSFmc,ESSFmc/09,Pli,4,Pl,,,FALSE,ESSF,imputed
ESSFmc,ESSFmc/08,Pli,3,Pl,,,FALSE,ESSF,imputed
ESSFmc,ESSFmc/10,Pli,3,Pl,,,FALSE,ESSF,imputed
ESSFmcw,ESSFmcw/110,Sx,3,Sx,,,FALSE,ESSF,imputed
ESSFmh,ESSFmh/112.1,Act,3,Ac,,,FALSE,ESSF,NA
ESSFmh,ESSFmh/112.2,Act,3,Ac,,,FALSE,ESSF,NA
ESSFmh,ESSFmh/103,At,3,At,,,FALSE,ESSF,imputed
ESSFmh,ESSFmh/112.1,Bl,2,Bl,,,FALSE,ESSF,NA
ESSFmh,ESSFmh/112.2,Bl,2,Bl,,,FALSE,ESSF,NA
ESSFmh,ESSFmh/111,Ep,3,Ep,,,FALSE,ESSF,imputed
ESSFmh,ESSFmh/110,Fdi,3,Fd,,,FALSE,ESSF,imputed
ESSFmh,ESSFmh/110,Lw,3,Lw,,,FALSE,ESSF,imputed
ESSFmh,ESSFmh/111,Lw,3,Lw,,,FALSE,ESSF,imputed
ESSFmh,ESSFmh/112.1,Sxw,1,Sx,,,FALSE,ESSF,NA
ESSFmh,ESSFmh/112.2,Sxw,1,Sx,,,FALSE,ESSF,NA
ESSFmkw,ESSFmkw/102,Ba,2,Ba,,,FALSE,ESSF,imputed
ESSFmkw,ESSFmkw/101,Ba,3,Ba,,,FALSE,ESSF,imputed
ESSFmm1,ESSFmm1/01,Hw,3,Hw,,,FALSE,ESSF,imputed
ESSFmm3,ESSFmm3/101,Bl,1,Bl,,,FALSE,ESSF,NA
ESSFmm3,ESSFmm3/102,Bl,3,Bl,,,FALSE,ESSF,NA
ESSFmm3,ESSFmm3/103,Bl,2,Bl,,,FALSE,ESSF,NA
ESSFmm3,ESSFmm3/104,Bl,2,Bl,,,FALSE,ESSF,NA
ESSFmm3,ESSFmm3/110,Bl,2,Bl,,,FALSE,ESSF,NA
ESSFmm3,ESSFmm3/111,Bl,2,Bl,,,FALSE,ESSF,NA
ESSFmm3,ESSFmm3/112,Bl,2,Bl,,,FALSE,ESSF,NA
ESSFmm3,ESSFmm3/102,Fdi,2,Fd,,,FALSE,ESSF,NA
ESSFmm3,ESSFmm3/103,Fdi,2,Fd,,,FALSE,ESSF,NA
ESSFmm3,ESSFmm3/103,Hw,3,Hw,,,FALSE,ESSF,imputed
ESSFmm3,ESSFmm3/110,Hw,3,Hw,,,FALSE,ESSF,imputed
ESSFmm3,ESSFmm3/102,Pa,3,Pa,,,FALSE,ESSF,NA
ESSFmm3,ESSFmm3/103,Pa,3,Pa,,,FALSE,ESSF,NA
ESSFmm3,ESSFmm3/104,Pa,3,Pa,,,FALSE,ESSF,NA
ESSFmm3,ESSFmm3/101,Pli,3,Pl,,,FALSE,ESSF,NA
ESSFmm3,ESSFmm3/102,Pli,2,Pl,,,FALSE,ESSF,NA
ESSFmm3,ESSFmm3/103,Pli,2,Pl,,,FALSE,ESSF,NA
ESSFmm3,ESSFmm3/104,Pli,3,Pl,,,FALSE,ESSF,NA
ESSFmm3,ESSFmm3/101,Sxw,1,Sx,,,FALSE,ESSF,NA
ESSFmm3,ESSFmm3/102,Sxw,2,Sx,,,FALSE,ESSF,NA
ESSFmm3,ESSFmm3/103,Sxw,1,Sx,,,FALSE,ESSF,NA
ESSFmm3,ESSFmm3/104,Sxw,1,Sx,,,FALSE,ESSF,NA
ESSFmm3,ESSFmm3/110,Sxw,1,Sx,,,FALSE,ESSF,NA
ESSFmm3,ESSFmm3/111,Sxw,1,Sx,,,FALSE,ESSF,NA
ESSFmm3,ESSFmm3/112,Sxw,2,Sx,,,FALSE,ESSF,NA
ESSFmmp,ESSFmmp/00,Bl,3,Bl,,,FALSE,ESSF,NA
ESSFmmp,ESSFmmp/00,La,3,La,,,FALSE,ESSF,imputed
ESSFmmw,ESSFmmw/01,Bl,2,Bl,,,FALSE,ESSF,NA
ESSFmmw,ESSFmmw/02,Bl,3,Bl,,,FALSE,ESSF,NA
ESSFmmw,ESSFmmw/03,Bl,2,Bl,,,FALSE,ESSF,NA
ESSFmmw,ESSFmmw/04,Bl,2,Bl,,,FALSE,ESSF,NA
ESSFmmw,ESSFmmw/05,Bl,2,Bl,,,FALSE,ESSF,NA
ESSFmmw,ESSFmmw/06,Bl,2,Bl,,,FALSE,ESSF,NA
ESSFmmw,ESSFmmw/07,Bl,2,Bl,,,FALSE,ESSF,NA
ESSFmmw,ESSFmmw/01,Pli,3,Pl,,,FALSE,ESSF,NA
ESSFmmw,ESSFmmw/02,Pli,3,Pl,,,FALSE,ESSF,NA
ESSFmmw,ESSFmmw/03,Pli,3,Pl,,,FALSE,ESSF,NA
ESSFmmw,ESSFmmw/04,Pli,3,Pl,,,FALSE,ESSF,NA
ESSFmmw,ESSFmmw/05,Pli,3,Pl,,,FALSE,ESSF,NA
ESSFmmw,ESSFmmw/06,Pli,3,Pl,,,FALSE,ESSF,NA
ESSFmmw,ESSFmmw/07,Pli,3,Pl,,,FALSE,ESSF,NA
ESSFmmw,ESSFmmw/01,Sxw,2,Sx,,,FALSE,ESSF,NA
ESSFmmw,ESSFmmw/02,Sxw,3,Sx,,,FALSE,ESSF,NA
ESSFmmw,ESSFmmw/03,Sxw,2,Sx,,,FALSE,ESSF,NA
ESSFmmw,ESSFmmw/04,Sxw,2,Sx,,,FALSE,ESSF,NA
ESSFmmw,ESSFmmw/05,Sxw,2,Sx,,,FALSE,ESSF,NA
ESSFmmw,ESSFmmw/06,Sxw,2,Sx,,,FALSE,ESSF,NA
ESSFmmw,ESSFmmw/07,Sxw,2,Sx,,,FALSE,ESSF,NA
ESSFmv3,ESSFmv3/01,At,1,At,,,FALSE,ESSF,imputed
ESSFmw,ESSFmw/08,Ba,3,Ba,,,FALSE,ESSF,NA
ESSFmw,ESSFmw/01,Bl,1,Bl,,,FALSE,ESSF,NA
ESSFmw,ESSFmw/02,Bl,3,Bl,,,FALSE,ESSF,NA
ESSFmw,ESSFmw/03,Bl,3,Bl,,,FALSE,ESSF,NA
ESSFmw,ESSFmw/04,Bl,3,Bl,,,FALSE,ESSF,NA
ESSFmw,ESSFmw/05,Bl,2,Bl,,,FALSE,ESSF,NA
ESSFmw,ESSFmw/06,Bl,1,Bl,,,FALSE,ESSF,NA
ESSFmw,ESSFmw/07,Bl,1,Bl,,,FALSE,ESSF,NA
ESSFmw,ESSFmw/08,Bl,3,Bl,,,FALSE,ESSF,NA
ESSFmw,ESSFmw/03,Hm,2,Hm,,,FALSE,ESSF,imputed
ESSFmw,ESSFmw/07,Hw,3,Hw,,,FALSE,ESSF,NA
ESSFmw,ESSFmw/03,Lw,3,Lw,,,TRUE,ESSF,NA
ESSFmw,ESSFmw/02,Pa,3,Pa,,,FALSE,ESSF,NA
ESSFmw,ESSFmw/03,Pa,3,Pa,,,FALSE,ESSF,NA
ESSFmw1,ESSFmw1/103,Ba,3,Ba,,,FALSE,ESSF,imputed
ESSFmw1,ESSFmw1/110,Ba,2,Ba,,,FALSE,ESSF,imputed
ESSFmw1,ESSFmw1/103,Pa,3,Pa,,,FALSE,ESSF,imputed
ESSFmw1,ESSFmw1/105,Pw,3,Pw,,,FALSE,ESSF,imputed
ESSFmw2,ESSFmw2/06,Pli,3,Pl,,,FALSE,ESSF,NA
ESSFmw2,ESSFmw2/07,Pli,3,Pl,,,FALSE,ESSF,NA
ESSFmwp,ESSFmwp/00,Bl,3,Bl,,,FALSE,ESSF,NA
ESSFmwp,ESSFmwp/00,La,2,La,,,FALSE,ESSF,imputed
ESSFmww,ESSFmww/103,Pa,3,Pa,,,FALSE,ESSF,imputed
ESSFun,ESSFun/x,Hm,3,Hm,,,FALSE,ESSF,imputed
ESSFun,ESSFun/m,Plc,3,Pl,,,FALSE,ESSF,imputed
ESSFun,ESSFun/x,Plc,3,Pl,,,FALSE,ESSF,imputed
ESSFun,ESSFun/h,Ss,2,Ss,,,FALSE,ESSF,imputed
ESSFun,ESSFun/m,Sx,3,Sx,,,FALSE,ESSF,imputed
ESSFun,ESSFun/h,Sx,3,Sx,,,FALSE,ESSF,imputed
ESSFvc,ESSFvc/01,Bl,1,Bl,,,FALSE,ESSF,NA
ESSFvc,ESSFvc/02,Bl,2,Bl,,,FALSE,ESSF,NA
ESSFvc,ESSFvc/03,Bl,1,Bl,,,FALSE,ESSF,NA
ESSFvc,ESSFvc/04,Bl,1,Bl,,,FALSE,ESSF,NA
ESSFvc,ESSFvc/05,Bl,1,Bl,,,FALSE,ESSF,NA
ESSFvc,ESSFvc/01,Cw,3,Cw,,,FALSE,ESSF,imputed
ESSFvc,ESSFvc/01,Fdi,2,Fd,,,FALSE,ESSF,imputed
ESSFvc,ESSFvc/01,Hm,2,Hm,,,FALSE,ESSF,NA
ESSFvc,ESSFvc/02,Hm,3,Hm,,,FALSE,ESSF,NA
ESSFvc,ESSFvc/03,Hm,2,Hm,,,FALSE,ESSF,NA
ESSFvc,ESSFvc/04,Hm,2,Hm,,,FALSE,ESSF,NA
ESSFvc,ESSFvc/05,Hm,2,Hm,,,FALSE,ESSF,NA
ESSFvc,ESSFvc/01,Hw,2,Hw,,,FALSE,ESSF,imputed
ESSFvc,ESSFvc/01,Pli,1,Pl,,,FALSE,ESSF,imputed
ESSFvc,ESSFvc/02,Pli,4,Pl,,,FALSE,ESSF,NA
ESSFvc,ESSFvc/01,Se,1,Sx,,,FALSE,ESSF,NA
ESSFvc,ESSFvc/02,Se,2,Sx,,,FALSE,ESSF,NA
ESSFvc,ESSFvc/03,Se,1,Sx,,,FALSE,ESSF,NA
ESSFvc,ESSFvc/04,Se,1,Sx,,,FALSE,ESSF,NA
ESSFvc,ESSFvc/05,Se,1,Sx,,,FALSE,ESSF,NA
ESSFvcp,ESSFvcp/00,Bl,3,Bl,,,FALSE,ESSF,NA
ESSFvcp,ESSFvcp/00,Sx,3,Sx,,,FALSE,ESSF,imputed
ESSFvcw,ESSFvcw/01,Bl,2,Bl,,,FALSE,ESSF,NA
ESSFvcw,ESSFvcw/02,Bl,3,Bl,,,FALSE,ESSF,NA
ESSFvcw,ESSFvcw/03,Bl,2,Bl,,,FALSE,ESSF,NA
ESSFvcw,ESSFvcw/04,Bl,2,Bl,,,FALSE,ESSF,NA
ESSFvcw,ESSFvcw/05,Bl,2,Bl,,,FALSE,ESSF,NA
ESSFvcw,ESSFvcw/01,Hm,3,Hm,,,FALSE,ESSF,NA
ESSFvcw,ESSFvcw/02,Hm,3,Hm,,,FALSE,ESSF,NA
ESSFvcw,ESSFvcw/03,Hm,3,Hm,,,FALSE,ESSF,NA
