Region_review,zone,BGC,SS_NoSpace,SpecialCode,spp,expert,expert_updated,expert_initials
KB,ESSF,ESSFdc1,ESSFdc1/101,,Bl,1,,
KB,ESSF,ESSFdc1,ESSFdc1/101,,Pl,2,3,"DJM-limited occurrence and only acceptable in CFRG; mean cover in Vpro is 1.89, not 7.3 as per column Q"
KB,ESSF,ESSFdc1,ESSFdc1/101,,Sx,1,,
KB,ESSF,ESSFdc1,ESSFdc1/102,,Bl,2,,
KB,ESSF,ESSFdc1,ESSFdc1/102,,Pa,3,,
KB,ESSF,ESSFdc1,ESSFdc1/102,,Pl,2,,
KB,ESSF,ESSFdc1,ESSFdc1/102,,Sx,2,3,DJM-limited occurrence and cover
KB,ESSF,ESSFdc1,ESSFdc1/103,,Bl,2,1,DJM-100% occurrence (lifeform)
KB,ESSF,ESSFdc1,ESSFdc1/103,,Pa,3,,
KB,ESSF,ESSFdc1,ESSFdc1/103,,Pl,1,,
KB,ESSF,ESSFdc1,ESSFdc1/103,,Sx,2,,
KB,ESSF,ESSFdc1,ESSFdc1/103,,Fd,,4,present in data; not in CFRG
KB,ESSF,ESSFdc1,ESSFdc1/104,,Bl,1,,
KB,ESSF,ESSFdc1,ESSFdc1/104,,Pl,2,,
KB,ESSF,ESSFdc1,ESSFdc1/104,,Sx,1,,
KB,ESSF,ESSFdc1,ESSFdc1/110,,Bl,1,,
KB,ESSF,ESSFdc1,ESSFdc1/110,,Sx,1,,
KB,ESSF,ESSFdc1,ESSFdc1/110,,Pl,,4,present in data; not in CFRG
KB,ESSF,ESSFdc1,ESSFdc1/111,,Bl,1,,
KB,ESSF,ESSFdc1,ESSFdc1/111,,Sx,1,,
KB,ESSF,ESSFdc1,ESSFdc1/111,,Pl,,4,present in data; not in CFRG
KB,ESSF,ESSFdc1,ESSFdc1/112,,Bl,2,,
KB,ESSF,ESSFdc1,ESSFdc1/112,,Sx,1,,
KB/TO,ESSF,ESSFdcw,ESSFdcw/101,,Bl,2,,
KB/TO,ESSF,ESSFdcw,ESSFdcw/101,,Pa,4,,
KB/TO,ESSF,ESSFdcw,ESSFdcw/101,,Pl,4,,
KB/TO,ESSF,ESSFdcw,ESSFdcw/101,,Sx,1,2,DJM-Bl is dominant
KB/TO,ESSF,ESSFdcw,ESSFdcw/102,,Bl,2,,
KB/TO,ESSF,ESSFdcw,ESSFdcw/102,,Pa,2,,
KB/TO,ESSF,ESSFdcw,ESSFdcw/102,,Pl,3,,
KB/TO,ESSF,ESSFdcw,ESSFdcw/102,,Sx,2,,
KB/TO,ESSF,ESSFdcw,ESSFdcw/103,,Bl,1,2,DJM-woodland; low prod
KB/TO,ESSF,ESSFdcw,ESSFdcw/103,,Pa,2,3,DJM-not super common
KB/TO,ESSF,ESSFdcw,ESSFdcw/103,,Pl,3,,
KB/TO,ESSF,ESSFdcw,ESSFdcw/103,,Sx,1,2,DJM-woodland; low prod
KB/TO,ESSF,ESSFdcw,ESSFdcw/110,,Bl,2,,DJM-woodland; low prod
KB/TO,ESSF,ESSFdcw,ESSFdcw/110,,Sx,1,2,DJM-same amount of Bl as Se
KB,ESSF,ESSFdk1,ESSFdk1/101,,Bl,1,1,
KB,ESSF,ESSFdk1,ESSFdk1/101,,Fd,2,3 Climate adaptation rating,
KB,ESSF,ESSFdk1,ESSFdk1/101,,Lw,2,3 Climate adaptation rating,
KB,ESSF,ESSFdk1,ESSFdk1/101,,Pa,3,3,
KB,ESSF,ESSFdk1,ESSFdk1/101,,Pl,2,2,
KB,ESSF,ESSFdk1,ESSFdk1/101,,Sx,1,1,
KB,ESSF,ESSFdk1,ESSFdk1/102,,Bl,3,3,
KB,ESSF,ESSFdk1,ESSFdk1/102,,Fd,2,2 not 1 because poor site,
KB,ESSF,ESSFdk1,ESSFdk1/102,,Lw,4,4 poor rooting on rocky sites not SMR issue,
KB,ESSF,ESSFdk1,ESSFdk1/102,,Pa,2,2,
KB,ESSF,ESSFdk1,ESSFdk1/102,,Pl,2,3 poor growth and form on these sites,
KB,ESSF,ESSFdk1,ESSFdk1/102,,Pf,,3 occurs sporadically,
KB,ESSF,ESSFdk1,ESSFdk1/102,,Sx,3,3,
KB,ESSF,ESSFdk1,ESSFdk1/103,IN,Bl,3,3,
KB,ESSF,ESSFdk1,ESSFdk1/103,IN,Fd,2,2,
KB,ESSF,ESSFdk1,ESSFdk1/103,IN,Lw,3,3,
KB,ESSF,ESSFdk1,ESSFdk1/103,IN,Pa,2,,
KB,ESSF,ESSFdk1,ESSFdk1/103,IN,Pl,1,1,
KB,ESSF,ESSFdk1,ESSFdk1/103,IN,Sx,3,3 in understorey,
KB,ESSF,ESSFdk1,ESSFdk1/104,,Bl,1,,
KB,ESSF,ESSFdk1,ESSFdk1/104,,Fd,2,,
KB,ESSF,ESSFdk1,ESSFdk1/104,,Lw,3,,
KB,ESSF,ESSFdk1,ESSFdk1/104,,Pa,3,,
KB,ESSF,ESSFdk1,ESSFdk1/104,,Pl,1,,
KB,ESSF,ESSFdk1,ESSFdk1/104,,Sx,1,,
KB,ESSF,ESSFdk1,ESSFdk1/110,,Ac,3,,
KB,ESSF,ESSFdk1,ESSFdk1/110,,Bl,1,,
KB,ESSF,ESSFdk1,ESSFdk1/110,,Pl,3,,
KB,ESSF,ESSFdk1,ESSFdk1/110,,Sx,1,,
KB,ESSF,ESSFdk1,ESSFdk1/111,,Bl,3,,
KB,ESSF,ESSFdk1,ESSFdk1/111,,Sx,2,,
KB,ESSF,ESSFdk1,ESSFdk1/111a,Fh,Bl,3,,
KB,ESSF,ESSFdk1,ESSFdk1/111a,Fh,Sx,2,,
KB,ESSF,ESSFdk1,ESSFdk1/111b,,Bl,3,,
KB,ESSF,ESSFdk1,ESSFdk1/111b,,Sx,2,,
KB/TO,ESSF,ESSFmh,ESSFmh/101,,Ac,3,,
KB/TO,ESSF,ESSFmh,ESSFmh/101,,At,3,,
KB/TO,ESSF,ESSFmh,ESSFmh/101,,Bl,1,,
KB/TO,ESSF,ESSFmh,ESSFmh/101,,Cw,2,,
KB/TO,ESSF,ESSFmh,ESSFmh/101,,Fd,3,,
KB/TO,ESSF,ESSFmh,ESSFmh/101,,Hw,2,,
KB/TO,ESSF,ESSFmh,ESSFmh/101,,Lw,2,3,
KB/TO,ESSF,ESSFmh,ESSFmh/101,,Pl,2,3,DJM-same as Fd Lw
KB/TO,ESSF,ESSFmh,ESSFmh/101,,Pw,3,,
KB/TO,ESSF,ESSFmh,ESSFmh/101,,Sx,1,,
KB/TO,ESSF,ESSFmh,ESSFmh/102,,Bl,2,,
KB/TO,ESSF,ESSFmh,ESSFmh/102,,Cw,4,5,"DJM-potentially present, but very uncommon"
KB/TO,ESSF,ESSFmh,ESSFmh/102,,Fd,3,2,DJM-dominant spp in data but dry rocky with no 1 ratings
KB/TO,ESSF,ESSFmh,ESSFmh/102,,Lw,4,3,
KB/TO,ESSF,ESSFmh,ESSFmh/102,,Pa,3,,
KB/TO,ESSF,ESSFmh,ESSFmh/102,,Pl,2,,
KB/TO,ESSF,ESSFmh,ESSFmh/102,,Pw,4,5,"DJM-potentially present, but very uncommon"
KB/TO,ESSF,ESSFmh,ESSFmh/102,,Sx,3,,
KB/TO,ESSF,ESSFmh,ESSFmh/103,,Bl,1,,
KB/TO,ESSF,ESSFmh,ESSFmh/103,,Cw,3,,
KB/TO,ESSF,ESSFmh,ESSFmh/103,,Fd,1,,
KB/TO,ESSF,ESSFmh,ESSFmh/103,,Hw,3,,
KB/TO,ESSF,ESSFmh,ESSFmh/103,,Lw,2,,
KB/TO,ESSF,ESSFmh,ESSFmh/103,,Pl,1,,
KB/TO,ESSF,ESSFmh,ESSFmh/103,,Pw,3,3,
KB/TO,ESSF,ESSFmh,ESSFmh/103,,Sx,2,1,DJM-same frequency as Pl
KB/TO,ESSF,ESSFmh,ESSFmh/103,,At,,3,
KB/TO,ESSF,ESSFmh,ESSFmh/104,poor and cold,Bl,1,2,DJM-Low site index relative to rest of site and area
KB/TO,ESSF,ESSFmh,ESSFmh/104,poor and cold,Fd,4,,
KB/TO,ESSF,ESSFmh,ESSFmh/104,poor and cold,Hw,4,,
KB/TO,ESSF,ESSFmh,ESSFmh/104,poor and cold,Lw,4,,
KB/TO,ESSF,ESSFmh,ESSFmh/104,poor and cold,Pl,1,2,DJM-Low site index relative to rest of site and area
KB/TO,ESSF,ESSFmh,ESSFmh/104,poor and cold,Sx,1,2,DJM-Low site index relative to rest of site and area
KB/TO,ESSF,ESSFmh,ESSFmh/105,,Bl,1,,
KB/TO,ESSF,ESSFmh,ESSFmh/105,,Cw,2,,
KB/TO,ESSF,ESSFmh,ESSFmh/105,,Fd,2,1,DJM-same abundance as Pl but much higher SI
KB/TO,ESSF,ESSFmh,ESSFmh/105,,Hw,4,3,DJM
KB/TO,ESSF,ESSFmh,ESSFmh/105,,Lw,2,1,DJM-same abundance as Pl but much higher SI
KB/TO,ESSF,ESSFmh,ESSFmh/105,,Pl,1,,
KB/TO,ESSF,ESSFmh,ESSFmh/105,,Pw,3,,
KB/TO,ESSF,ESSFmh,ESSFmh/105,,Sx,1,,
KB/TO,ESSF,ESSFmh,ESSFmh/110,,Ac,3,4,DJM uncommon
KB/TO,ESSF,ESSFmh,ESSFmh/110,,Bl,1,,
KB/TO,ESSF,ESSFmh,ESSFmh/110,,Cw,2,,
KB/TO,ESSF,ESSFmh,ESSFmh/110,,Hw,2,,
KB/TO,ESSF,ESSFmh,ESSFmh/110,,Pl,4,3,DJM present
KB/TO,ESSF,ESSFmh,ESSFmh/110,,Sx,1,,
KB/TO,ESSF,ESSFmh,ESSFmh/111,,Ac,3,,
KB/TO,ESSF,ESSFmh,ESSFmh/111,,Bl,1,,
KB/TO,ESSF,ESSFmh,ESSFmh/111,,Cw,2,,
KB/TO,ESSF,ESSFmh,ESSFmh/111,,Hw,2,,
KB/TO,ESSF,ESSFmh,ESSFmh/111,,Sx,1,,
KB/TO,ESSF,ESSFmh,ESSFmh/112,,Ac,3,,
KB/TO,ESSF,ESSFmh,ESSFmh/112,,Bl,2,,
KB/TO,ESSF,ESSFmh,ESSFmh/112,,Cw,4,3,DJM-present in understorey
KB/TO,ESSF,ESSFmh,ESSFmh/112,,Hw,4,3,DJM-present in understorey
KB/TO,ESSF,ESSFmh,ESSFmh/112,,Sx,1,,
KBR,ICH,ICHdm,ICHdm/101,,Ac,3,,
KBR,ICH,ICHdm,ICHdm/101,,At,2,,
KBR,ICH,ICHdm,ICHdm/101,,Bg,3,,
KBR,ICH,ICHdm,ICHdm/101,,Bl,2,,
KBR,ICH,ICHdm,ICHdm/101,,Cw,1,,
KBR,ICH,ICHdm,ICHdm/101,,Ep,2,,
KBR,ICH,ICHdm,ICHdm/101,,Fd,2,,
KBR,ICH,ICHdm,ICHdm/101,,Hw,1,,
KBR,ICH,ICHdm,ICHdm/101,,Lw,2,,
KBR,ICH,ICHdm,ICHdm/101,,Pl,2,,
KBR,ICH,ICHdm,ICHdm/101,,Pw,2,,
KBR,ICH,ICHdm,ICHdm/101,,Sx,2,,
KBR,ICH,ICHdm,ICHdm/102,,At,3,2,DJM
KBR,ICH,ICHdm,ICHdm/102,,Bg,4,3,DJM-in data
KBR,ICH,ICHdm,ICHdm/102,,Ep,,4,DJM-in data
KBR,ICH,ICHdm,ICHdm/102,,Fd,1,,
KBR,ICH,ICHdm,ICHdm/102,,Lw,2,,
KBR,ICH,ICHdm,ICHdm/102,,Pl,3,,
KBR,ICH,ICHdm,ICHdm/102,,Py,3,4,DJM-distinguishing BGC feature
KBR,ICH,ICHdm,ICHdm/102a,rock,At,3,,
KBR,ICH,ICHdm,ICHdm/102a,rock,Bg,,4,DJM
KBR,ICH,ICHdm,ICHdm/102a,rock,Ep,,4,DJM
KBR,ICH,ICHdm,ICHdm/102a,rock,Fd,1,,
KBR,ICH,ICHdm,ICHdm/102a,rock,Lw,2,,
KBR,ICH,ICHdm,ICHdm/102a,rock,Pl,3,,
KBR,ICH,ICHdm,ICHdm/102a,rock,Pw,4,,
KBR,ICH,ICHdm,ICHdm/102a,rock,Py,3,4,DJM-distinguishing BGC feature
KBR,ICH,ICHdm,ICHdm/102b,Insolation,At,3,,
KBR,ICH,ICHdm,ICHdm/102b,Insolation,Bg,4,,
KBR,ICH,ICHdm,ICHdm/102b,Insolation,Ep,,4,DJM-maybe 3
KBR,ICH,ICHdm,ICHdm/102b,Insolation,Fd,1,,
KBR,ICH,ICHdm,ICHdm/102b,Insolation,Lw,2,,
KBR,ICH,ICHdm,ICHdm/102b,Insolation,Pl,3,,
KBR,ICH,ICHdm,ICHdm/102b,Insolation,Pw,4,,
KBR,ICH,ICHdm,ICHdm/102b,Insolation,Py,3,4,DJM-distinguishing BGC feature
KBR,ICH,ICHdm,ICHdm/103,,Ac,,4,DJM-present in early seral openings
KBR,ICH,ICHdm,ICHdm/103,,At,3,,
KBR,ICH,ICHdm,ICHdm/103,,Bg,3,4,DJM
KBR,ICH,ICHdm,ICHdm/103,,Bl,3,2,DJM
KBR,ICH,ICHdm,ICHdm/103,,Cw,,3,DJM
KBR,ICH,ICHdm,ICHdm/103,,Hw,,3,DJM
KBR,ICH,ICHdm,ICHdm/103,,Ep,3,,
KBR,ICH,ICHdm,ICHdm/103,,Fd,2,1,DJM-can be dominant
KBR,ICH,ICHdm,ICHdm/103,,Lw,1,,
KBR,ICH,ICHdm,ICHdm/103,,Pl,1,,
KBR,ICH,ICHdm,ICHdm/103,,Pw,3,,
KBR,ICH,ICHdm,ICHdm/103,,Sx,2,,
KBR,ICH,ICHdm,ICHdm/110,,Ac,2,,
KBR,ICH,ICHdm,ICHdm/110,,At,2,,
KBR,ICH,ICHdm,ICHdm/110,,Bg,3,,
KBR,ICH,ICHdm,ICHdm/110,,Bl,2,,
KBR,ICH,ICHdm,ICHdm/110,,Cw,1,,
KBR,ICH,ICHdm,ICHdm/110,,Ep,2,,
KBR,ICH,ICHdm,ICHdm/110,,Fd,3,,
KBR,ICH,ICHdm,ICHdm/110,,Hw,1,,
KBR,ICH,ICHdm,ICHdm/110,,Lw,3,,
KBR,ICH,ICHdm,ICHdm/110,,Pl,4,5,"DJM - not in data; if present, it would be odd"
KBR,ICH,ICHdm,ICHdm/110,,Pw,3,,
KBR,ICH,ICHdm,ICHdm/110,,Sx,1,2,DJM
KBR,ICH,ICHdm,ICHdm/111,,Ac,2,,
KBR,ICH,ICHdm,ICHdm/111,,At,3,,
KBR,ICH,ICHdm,ICHdm/111,,Bg,4,,
KBR,ICH,ICHdm,ICHdm/111,,Bl,1,2,DJM
KBR,ICH,ICHdm,ICHdm/111,,Cw,1,,
KBR,ICH,ICHdm,ICHdm/111,,Ep,2,,
KBR,ICH,ICHdm,ICHdm/111,,Fd,,4,DJM
KBR,ICH,ICHdm,ICHdm/111,,Lw,,4,DJM
KBR,ICH,ICHdm,ICHdm/111,,Hw,1,,
KBR,ICH,ICHdm,ICHdm/111,,Pw,4,,
KBR,ICH,ICHdm,ICHdm/111,,Sx,1,,
KBR,ICH,ICHdm,ICHdm/112,CA,Ac,2,x,
KBR,ICH,ICHdm,ICHdm/112,CA,At,4,,
KBR,ICH,ICHdm,ICHdm/112,CA,Bg,4,,
KBR,ICH,ICHdm,ICHdm/112,CA,Bl,1,2,DJM
KBR,ICH,ICHdm,ICHdm/112,CA,Cw,2,3,DJM
KBR,ICH,ICHdm,ICHdm/112,CA,Ep,4,,
KBR,ICH,ICHdm,ICHdm/112,CA,Hw,2,3,DJM
KBR,ICH,ICHdm,ICHdm/112,CA,Fd,,4,DJM-in data
KBR,ICH,ICHdm,ICHdm/112,CA,Pl,,4,DJM-in data
KBR,ICH,ICHdm,ICHdm/112,CA,Sx,1,,
KBR,ICH,ICHdw1,ICHdw1/101,,At,1,2,DJM
KBR,ICH,ICHdw1,ICHdw1/101,,Ac,,3,DJM
KBR,ICH,ICHdw1,ICHdw1/101,,Bg,2,,
KBR,ICH,ICHdw1,ICHdw1/101,,Bl,3,4,DJM
KBR,ICH,ICHdw1,ICHdw1/101,,Cw,1,,
KBR,ICH,ICHdw1,ICHdw1/101,,Ep,1,2,DJM
KBR,ICH,ICHdw1,ICHdw1/101,,Fd,1,,
KBR,ICH,ICHdw1,ICHdw1/101,,Hw,2,,
KBR,ICH,ICHdw1,ICHdw1/101,,Lw,1,,less abundant but still more than Bg or Pw
KBR,ICH,ICHdw1,ICHdw1/101,,Pl,2,3,DJM
KBR,ICH,ICHdw1,ICHdw1/101,,Pw,2,,
KBR,ICH,ICHdw1,ICHdw1/101,,Py,3,4,DJM
KBR,ICH,ICHdw1,ICHdw1/101,,Sx,3,4,DJM
KBR,ICH,ICHdw1,ICHdw1/102,Rock,At,,4,
KBR,ICH,ICHdw1,ICHdw1/102,Rock,Ac,,4,
KBR,ICH,ICHdw1,ICHdw1/102,Rock,Ep,3,4,
KBR,ICH,ICHdw1,ICHdw1/102,Rock,Fd,1,,
KBR,ICH,ICHdw1,ICHdw1/102,Rock,Lw,3,,
KBR,ICH,ICHdw1,ICHdw1/102,Rock,Pl,2,,
KBR,ICH,ICHdw1,ICHdw1/102,Rock,Pw,4,,
KBR,ICH,ICHdw1,ICHdw1/102,Rock,Py,1,,
KBR,ICH,ICHdw1,ICHdw1/103,IN,At,2,,
KBR,ICH,ICHdw1,ICHdw1/103,IN,Bg,,3,DJM-in data
KBR,ICH,ICHdw1,ICHdw1/103,IN,Cw,,3,DJM-in data
KBR,ICH,ICHdw1,ICHdw1/103,IN,Ep,2,,
KBR,ICH,ICHdw1,ICHdw1/103,IN,Fd,1,,
KBR,ICH,ICHdw1,ICHdw1/103,IN,Hw,4,,
KBR,ICH,ICHdw1,ICHdw1/103,IN,Lw,2,3,DJM
KBR,ICH,ICHdw1,ICHdw1/103,IN,Pl,2,3,DJM
KBR,ICH,ICHdw1,ICHdw1/103,IN,Pw,3,,
KBR,ICH,ICHdw1,ICHdw1/103,IN,Py,1,,
KBR,ICH,ICHdw1,ICHdw1/104,,At,2,,
KBR,ICH,ICHdw1,ICHdw1/104,,Ac,,4,DJM
KBR,ICH,ICHdw1,ICHdw1/104,,Bg,3,,
KBR,ICH,ICHdw1,ICHdw1/104,,Cw,3,2,same as Pl
KBR,ICH,ICHdw1,ICHdw1/104,,Ep,2,,
KBR,ICH,ICHdw1,ICHdw1/104,,Fd,1,,
KBR,ICH,ICHdw1,ICHdw1/104,,Hw,3,,
KBR,ICH,ICHdw1,ICHdw1/104,,Lw,1,,
KBR,ICH,ICHdw1,ICHdw1/104,,Pl,2,,
KBR,ICH,ICHdw1,ICHdw1/104,,Pw,2,,
KBR,ICH,ICHdw1,ICHdw1/104,,Py,3,,
KBR,ICH,ICHdw1,ICHdw1/104,,Sx,3,4,DJM
KBR,ICH,ICHdw1,ICHdw1/110,,Ac,2,,
KBR,ICH,ICHdw1,ICHdw1/110,,At,2,,
KBR,ICH,ICHdw1,ICHdw1/110,,Bg,2,,
KBR,ICH,ICHdw1,ICHdw1/110,,Bl,3,4,DJM
KBR,ICH,ICHdw1,ICHdw1/110,,Cw,1,,
KBR,ICH,ICHdw1,ICHdw1/110,,Ep,2,,
KBR,ICH,ICHdw1,ICHdw1/110,,Fd,2,,
KBR,ICH,ICHdw1,ICHdw1/110,,Hw,1,,
KBR,ICH,ICHdw1,ICHdw1/110,,Lw,2,,
KBR,ICH,ICHdw1,ICHdw1/110,,Pl,3,4,DJM
KBR,ICH,ICHdw1,ICHdw1/110,,Pw,2,,
KBR,ICH,ICHdw1,ICHdw1/110,,Sx,2,,
KBR,ICH,ICHdw1,ICHdw1/111,,Ac,1,2,DJM
KBR,ICH,ICHdw1,ICHdw1/111,,At,3,,
KBR,ICH,ICHdw1,ICHdw1/111,,Bg,3,,
KBR,ICH,ICHdw1,ICHdw1/111,,Bl,3,4,DJM
KBR,ICH,ICHdw1,ICHdw1/111,,Cw,1,,
KBR,ICH,ICHdw1,ICHdw1/111,,Ep,2,,
KBR,ICH,ICHdw1,ICHdw1/111,,Fd,3,,
KBR,ICH,ICHdw1,ICHdw1/111,,Hw,1,,
KBR,ICH,ICHdw1,ICHdw1/111,,Lw,3,,
KBR,ICH,ICHdw1,ICHdw1/111,,Pl,3,,
KBR,ICH,ICHdw1,ICHdw1/111,,Pw,3,,
KBR,ICH,ICHdw1,ICHdw1/111,,Sx,1,2,DJM
KBR,ICH,ICHdw1,ICHdw1/112,,Ac,1,2,DJM
KBR,ICH,ICHdw1,ICHdw1/112,,At,3,,
KBR,ICH,ICHdw1,ICHdw1/112,,Bg,4,,
KBR,ICH,ICHdw1,ICHdw1/112,,Bl,3,4,DJM
KBR,ICH,ICHdw1,ICHdw1/112,,Cw,1,,
KBR,ICH,ICHdw1,ICHdw1/112,,Ep,3,,
KBR,ICH,ICHdw1,ICHdw1/112,,Hw,2,,
KBR,ICH,ICHdw1,ICHdw1/112,,Pl,4,,
KBR,ICH,ICHdw1,ICHdw1/112,,Pw,3,,
KBR,ICH,ICHdw1,ICHdw1/112,,Sx,2,3,DJM
KBR,ICH,ICHdw1,ICHdw1/113,,Ac,2,,
KBR,ICH,ICHdw1,ICHdw1/113,,At,2,,
KBR,ICH,ICHdw1,ICHdw1/113,,Bg,4,,
KBR,ICH,ICHdw1,ICHdw1/113,,Bl,3,4,DJM
KBR,ICH,ICHdw1,ICHdw1/113,,Cw,1,,
KBR,ICH,ICHdw1,ICHdw1/113,,Ep,2,,
KBR,ICH,ICHdw1,ICHdw1/113,,Hw,1,,
KBR,ICH,ICHdw1,ICHdw1/113,,Pw,4,,
KBR,ICH,ICHdw1,ICHdw1/113,,Sx,2,,
KBR,ICH,ICHdw4,ICHdw4/101,,Ac,,4,DJM-in data
KBR,ICH,ICHdw4,ICHdw4/101,,At,2,3,DJM
KBR,ICH,ICHdw4,ICHdw4/101,,Bl,3,4,DJM
KBR,ICH,ICHdw4,ICHdw4/101,,Cw,1,,
KBR,ICH,ICHdw4,ICHdw4/101,,Ep,2,,
KBR,ICH,ICHdw4,ICHdw4/101,,Fd,1,,
KBR,ICH,ICHdw4,ICHdw4/101,,Hw,1,,
KBR,ICH,ICHdw4,ICHdw4/101,,Lw,,2,DJM
KBR,ICH,ICHdw4,ICHdw4/101,,Pl,3,,
KBR,ICH,ICHdw4,ICHdw4/101,,Pw,2,,
KBR,ICH,ICHdw4,ICHdw4/101,,Py,3,4,DJM
KBR,ICH,ICHdw4,ICHdw4/101,,Sx,3,4,DJM
KBR,ICH,ICHdw4,ICHdw4/102,,At,,4,DJM
KBR,ICH,ICHdw4,ICHdw4/102,,Cw,3,,
KBR,ICH,ICHdw4,ICHdw4/102,,Ep,3,4,DJM
KBR,ICH,ICHdw4,ICHdw4/102,,Fd,1,,
KBR,ICH,ICHdw4,ICHdw4/102,,Hw,,3,DJM-in data
KBR,ICH,ICHdw4,ICHdw4/102,,Pl,2,3,DJM
KBR,ICH,ICHdw4,ICHdw4/102,,Py,2,,
KBR,ICH,ICHdw4,ICHdw4/103,,At,,3,DJM
KBR,ICH,ICHdw4,ICHdw4/103,,Cw,,3,DJM-in data
KBR,ICH,ICHdw4,ICHdw4/103,,Ep,3,,
KBR,ICH,ICHdw4,ICHdw4/103,,Fd,1,,
KBR,ICH,ICHdw4,ICHdw4/103,,Lw,,3,DJM-in data
KBR,ICH,ICHdw4,ICHdw4/103,,Pl,3,,
KBR,ICH,ICHdw4,ICHdw4/103,,Pw,3,,
KBR,ICH,ICHdw4,ICHdw4/103,,Py,2,,
KBR,ICH,ICHdw4,ICHdw4/104,,At,2,,
KBR,ICH,ICHdw4,ICHdw4/104,,Cw,2,,leave as 2 because form and growth
KBR,ICH,ICHdw4,ICHdw4/104,,Ep,2,,
KBR,ICH,ICHdw4,ICHdw4/104,,Fd,1,,
KBR,ICH,ICHdw4,ICHdw4/104,,Lw,,1,DJM-in data; can dominate
KBR,ICH,ICHdw4,ICHdw4/104,,Hw,3,,
KBR,ICH,ICHdw4,ICHdw4/104,,Pl,2,,
KBR,ICH,ICHdw4,ICHdw4/104,,Pw,2,,
KBR,ICH,ICHdw4,ICHdw4/104,,Py,3,,
KBR,ICH,ICHdw4,ICHdw4/104,,Sx,3,4,DJM
KBR,ICH,ICHdw4,ICHdw4/110,,Ac,2,3,DJM
