"","bgc","ss_nospace","sppsplit","suitability","spp","newsuit","mod","outrange"
"262","CWHwm","CWHwm/101b","Yc",NA,"Yc",1,"inputed",NA
"263","ESSFwm3","ESSFwm3/104","Pa",NA,"Pa",3,"inputed",NA
"264","CWHds1","CWHds1/110","Tw",NA,"Tw",3,"inputed",NA
"265","CWHms5","CWHms5/101.2","Ss",NA,"Ss",3,"inputed",NA
"266","MHmm2","MHmm2/101a","Pw",NA,"Pw",4,"inputed",NA
"267","CWHmm1","CWHmm1/101","Yc",NA,"Yc",3,"inputed",NA
"268","ESSFwm4","ESSFwm4/110","At",NA,"At",3,"inputed",NA
"269","ESSFwc4","ESSFwc4/102","Cw",NA,"Cw",4,"inputed",NA
"270","ICHmw4","ICHmw4/103","Bg",NA,"Bg",3,"inputed",NA
"271","ICHwk1","ICHwk1/03","Tw",NA,"Tw",3,"inputed",NA
"272","ICHdm","ICHdm/110","Tw",NA,"Tw",3,"inputed",NA
"273","ICHmk4","ICHmk4/101","Tw",NA,"Tw",3,"inputed",NA
"274","MSdw","MSdw/102","Lw",NA,"Lw",3,"inputed",NA
"275","ESSFdh1","ESSFdh1/104","Pw",NA,"Pw",3,"inputed",NA
"276","ESSFdh1","ESSFdh1/104","Hw",NA,"Hw",3,"inputed",NA
"277","ESSFmw1","ESSFmw1/103","Ba",NA,"Ba",3,"inputed",NA
"278","ESSFmw1","ESSFmw1/105","Pw",NA,"Pw",3,"inputed",NA
"279","ESSFmw1","ESSFmw1/110","Ba",NA,"Ba",2,"inputed",NA
"280","ESSFdh1","ESSFdh1/101","Pw",NA,"Pw",3,"inputed",NA
"281","CWHwh1","CWHwh1/102","Yc",NA,"Yc",3,"inputed",NA
"282","CWHmm1","CWHmm1/103","Yc",NA,"Yc",3,"inputed",NA
"283","CDFmm","CDFmm/112","Ss",NA,"Ss",3,"inputed",NA
"284","CDFmm","CDFmm/111","Bg",NA,"Bg",3,"inputed",NA
"285","CWHvm3","CWHvm3/110","Tw",NA,"Tw",4,"inputed",NA
"286","CWHdm3","CWHdm3/110","Ba",NA,"Ba",3,"inputed",NA
"287","CWHdm3","CWHdm3/110","Ss",NA,"Ss",3,"inputed",NA
"288","MHmm1","MHmm1/104","Cw",NA,"Cw",3,"inputed",NA
"289","CWHvm2","CWHvm2/111.1","Pw",NA,"Pw",2,"inputed",NA
"290","CWHvm4","CWHvm4/111","Pw",NA,"Pw",2,"inputed",NA
"291","CWHvm1","CWHvm1/102","Pw",NA,"Pw",3,"inputed",NA
"292","MHmm1","MHmm1/110","Cw",NA,"Cw",3,"inputed",NA
"293","CWHvm2","CWHvm2/102","Pw",NA,"Pw",3,"inputed",NA
"294","CDFmm","CDFmm/105","Hw",NA,"Hw",2,"inputed",NA
"295","CWHvm1","CWHvm1/114","Yc",NA,"Yc",2,"inputed",NA
"296","CWHvm3","CWHvm3/114","Yc",NA,"Yc",2,"inputed",NA
"297","MHmm1","MHmm1/111","Cw",NA,"Cw",2,"inputed",NA
"298","CWHvm1","CWHvm1/114","Hm",NA,"Hm",2,"inputed",NA
"299","CWHvm3","CWHvm3/114","Hm",NA,"Hm",2,"inputed",NA
"300","CWHvm1","CWHvm1/113","Tw",NA,"Tw",4,"inputed",NA
"301","CWHvm3","CWHvm3/113","Tw",NA,"Tw",3,"inputed",NA
"302","CWHvm3","CWHvm3/113","Ba",NA,"Ba",3,"inputed",NA
"303","IDFdk2","IDFdk2/110","Ac",NA,"Ac",3,"inputed",NA
"304","MSdc3","MSdc3/04","Fdi",NA,"Fd",2,"inputed",NA
"305","ESSFxc3","ESSFxc3/04","Pli",NA,"Pl",1,"inputed",NA
"306","MSxk3","MSxk3/03","Pli",NA,"Pl",1,"inputed",NA
"307","MSdc1","MSdc1/05","Fdi",NA,"Fd",2,"inputed",NA
"308","MSdc1","MSdc1/05","Pli",NA,"Pl",1,"inputed",NA
"309","ESSFxv2","ESSFxv2/03","At",NA,"At",3,"inputed",NA
"310","IDFdc","IDFdc/03","At",NA,"At",3,"inputed",NA
"311","MSdc3","MSdc3/02","Bl",NA,"Bl",3,"inputed",NA
"312","CWHwh1","CWHwh1/101","Yc",NA,"Yc",3,"inputed",NA
"313","CWHwh1","CWHwh1/Wb51","Hm",NA,"Hm",2,"inputed",NA
"314","CWHwh1","CWHwh1/102","Tw",NA,"Tw",3,"inputed",NA
"315","CWHwh1","CWHwh1/116","Hm",NA,"Hm",2,"inputed",NA
"316","SWBmk","SWBmk/03","Sb",NA,"Sb",2,"inputed",NA
"317","SWBmk","SWBmk/03","Bl",NA,"Bl",2,"inputed",NA
"318","CWHvm4","CWHvm4/113","Tw",NA,"Tw",4,"inputed",NA
"319","CWHmm1","CWHmm1/110","Bg",NA,"Bg",3,"inputed",NA
"320","ICHmw2","ICHmw2/101","Pli",NA,"Pl",3,"inputed",NA
"321","ICHmw2","ICHmw2/103","Sx",NA,"Sx",4,"inputed",NA
"322","ESSFwc4","ESSFwc4/103","Cw",NA,"Cw",4,"inputed",NA
"323","ICHmw5","ICHmw5/101","Pa",NA,"Pa",3,"inputed",NA
"324","ESSFmh","ESSFmh/103","At",NA,"At",3,"inputed",NA
"325","ESSFwm3","ESSFwm3/101","Hw",NA,"Hw",4,"inputed",NA
"326","MSxk2","MSxk2/104","Sx",NA,"Sx",3,"inputed",NA
"327","ESSFdc2","ESSFdc2/101","Ba",NA,"Ba",2,"inputed",NA
"328","IDFww","IDFww/101","Bg",NA,"Bg",3,"inputed",NA
"329","CWHxs","CWHxs/101","Mb",NA,"Mb",3,"inputed",NA
"330","ICHdw4","ICHdw4/104","Tw",NA,"Tw",3,"inputed",NA
"331","ICHvk1","ICHvk1/04","Tw",NA,"Tw",3,"inputed",NA
"332","IDFxh1","IDFxh1/111","At",NA,"At",1,"inputed",NA
"333","IDFxh1","IDFxh1/110","Ep",NA,"Ep",3,"inputed",NA
"334","ICHxm1","ICHxm1/101","Sx",NA,"Sx",3,"inputed",NA
"335","ESSFmww","ESSFmww/103","Pa",NA,"Pa",3,"inputed",NA
"336","CWHvm2","CWHvm2/110","Bl",NA,"Bl",1,"inputed",NA
"337","CWHvm1","CWHvm1/101","Mv",NA,"Mv",3,"inputed",NA
"338","CWHds1","CWHds1/104","Tw",NA,"Tw",3,"inputed",NA
"339","CWHxs","CWHxs/101","Mv",NA,"Mv",2,"inputed",NA
"340","IDFww","IDFww/101","Mv",NA,"Mv",2,"inputed",NA
"341","CWHxs","CWHxs/103","Ep",NA,"Ep",3,"inputed",NA
"342","CWHxs","CWHxs/103.1","Ep",NA,"Ep",3,"inputed",NA
"343","CWHms4","CWHms4/101","Mv",NA,"Mv",2,"inputed",NA
"344","CWHms5","CWHms5/101","Mv",NA,"Mv",1,"inputed",NA
"345","CWHms5","CWHms5/101.2","Mv",NA,"Mv",1,"inputed",NA
"346","CWHms4","CWHms4/110","Mv",NA,"Mv",2,"inputed",NA
"347","CWHms5","CWHms5/110","Mv",NA,"Mv",3,"inputed",NA
"348","CWHms5","CWHms5/103.1","Mv",NA,"Mv",2,"inputed",NA
"349","CWHms4","CWHms4/105","Bl",NA,"Bl",3,"inputed",NA
"350","ESSFvc","ESSFvc/01","Fdi",NA,"Fd",2,"inputed",NA
"351","ESSFvc","ESSFvc/01","Pli",NA,"Pl",1,"inputed",NA
"352","ESSFvc","ESSFvc/01","Cw",NA,"Cw",3,"inputed",NA
"353","CWHvm2","CWHvm2/112.1","Tw",NA,"Tw",4,"inputed",NA
"354","CWHmm1","CWHmm1/103","Tw",NA,"Tw",4,"inputed",NA
"355","CWHvh3","CWHvh3/103.2","Dr",NA,"Dr",3,"inputed",NA
"356","CWHwh1","CWHwh1/110b","Yc",NA,"Yc",2,"inputed",NA
"357","CWHwh1","CWHwh1/110a","Yc",NA,"Yc",2,"inputed",NA
"358","CWHwh1","CWHwh1/110a","Tw",NA,"Tw",3,"inputed",NA
"359","ESSFmh","ESSFmh/111","Ep",NA,"Ep",3,"inputed",NA
"360","CWHds1","CWHds1/101","Ss",NA,"Ss",3,"inputed",NA
"361","CWHds1","CWHds1/101a","Ss",NA,"Ss",3,"inputed",NA
"362","MHmm2","MHmm2/112","Ac",NA,"Ac",3,"inputed",NA
"363","CWHms3","CWHms3/104","Tw",NA,"Tw",3,"inputed",NA
"364","CWHxs","CWHxs/101.1","Ba",NA,"Ba",4,"inputed",NA
"365","CWHms3","CWHms3/104","Sx",NA,"Sx",4,"inputed",NA
"366","CWHms4","CWHms4/104","Mv",NA,"Mv",3,"inputed",NA
"367","CWHms3","CWHms3/104","Bl",NA,"Bl",4,"inputed",NA
"368","CWHms3","CWHms3/104","Hm",NA,"Hm",4,"inputed",NA
"369","CWHms3","CWHms3/103","Mv",NA,"Mv",4,"inputed",NA
"370","CWHms4","CWHms4/104","Ba",NA,"Ba",3,"inputed",NA
"371","CWHms4","CWHms4/104","Hm",NA,"Hm",3,"inputed",NA
"372","CWHds1","CWHds1/104","Mv",NA,"Mv",1,"inputed",NA
"373","CWHxs","CWHxs/111","Mv",NA,"Mv",3,"inputed",NA
"374","CWHxs","CWHxs/101.2","Mv",NA,"Mv",3,"inputed",NA
"375","CWHxs","CWHxs/101.1","Plc",NA,"Pl",2,"inputed",NA
"376","CWHws3","CWHws3/101","Hm",NA,"Hm",2,"inputed",NA
"377","CWHws3","CWHws3/101","Yc",NA,"Yc",2,"inputed",NA
"378","CWHws3","CWHws3/103","Hm",NA,"Hm",2,"inputed",NA
"379","CWHms4","CWHms4/103","Mv",NA,"Mv",4,"inputed",NA
"380","ESSFmw1","ESSFmw1/103","Pa",NA,"Pa",3,"inputed",NA
"381","CWHvm4","CWHvm4/111","Plc",NA,"Pl",3,"inputed",NA
"382","MHms","MHms/101","Sx",NA,"Sx",2,"inputed",NA
"383","SBSdh1","SBSdh1/04","Bl",NA,"Bl",2,"inputed",NA
"384","ICHmm","ICHmm/02","Ac",NA,"Ac",3,"inputed",NA
"385","ESSFmm1","ESSFmm1/01","Hw",NA,"Hw",3,"inputed",NA
"386","ICHmc2","ICHmc2/05","Ss",NA,"Ss",2,"inputed",NA
"387","MHmm1","MHmm1/111","Plc",NA,"Pl",3,"inputed",NA
"388","ESSFwk1","ESSFwk1/04","Cw",NA,"Cw",3,"inputed",NA
"389","ICHwk4","ICHwk4/04","Ep",NA,"Ep",3,"inputed",NA
"390","MHmm2","MHmm2/101a","Tw",NA,"Tw",4,"inputed",NA
"391","MHmm1","MHmm1/101a","Pw",NA,"Pw",3,"inputed",NA
"392","CWHvm4","CWHvm4/113","Pw",NA,"Pw",3,"inputed",NA
"393","CWHms5","CWHms5/103.1","Tw",NA,"Tw",3,"inputed",NA
"394","ESSFmw","ESSFmw/03","Hm",NA,"Hm",2,"inputed",NA
"395","MHmm2","MHmm2/102","Pa",NA,"Pa",3,"inputed",NA
"396","MHmm2","MHmm2/101","Pa",NA,"Pa",3,"inputed",NA
"397","MHmm2","MHmm2/101a","Pa",NA,"Pa",3,"inputed",NA
"398","MHmm2","MHmm2/101b","Pa",NA,"Pa",3,"inputed",NA
"399","MHmm2","MHmm2/103","Pa",NA,"Pa",3,"inputed",NA
"400","CWHws3","CWHws3/103","Yc",NA,"Yc",2,"inputed",NA
"401","ESSFwm3","ESSFwm3/104","Hw",NA,"Hw",3,"inputed",NA
"402","ICHwk1","ICHwk1/06","Tw",NA,"Tw",4,"inputed",NA
"403","MSdw","MSdw/104","Pa",NA,"Pa",4,"inputed",NA
"404","ICHdm","ICHdm/111","Pli",NA,"Pl",3,"inputed",NA
"405","ICHdm","ICHdm/111","Fdi",NA,"Fd",4,"inputed",NA
"406","SBSvk","SBSvk/04","Cw",NA,"Cw",4,"inputed",NA
"407","SBSvk","SBSvk/04","Hw",NA,"Hw",4,"inputed",NA
"408","SBSdw3","SBSdw3/07","Fdi",NA,"Fd",3,"inputed",NA
"409","ESSFdc3","ESSFdc3/02","Fdi",NA,"Fd",3,"inputed",NA
"410","ESSFxc3","ESSFxc3/04","Sx",NA,"Sx",3,"inputed",NA
"411","MSxk3","MSxk3/03","Pa",NA,"Pa",3,"inputed",NA
"412","ESSFxc3","ESSFxc3/03","Bl",NA,"Bl",3,"inputed",NA
"413","ESSFxc3","ESSFxc3/03","Pa",NA,"Pa",2,"inputed",NA
"414","ESSFxc3","ESSFxc3/03","Pli",NA,"Pl",2,"inputed",NA
"415","ESSFmkw","ESSFmkw/102","Ba",NA,"Ba",2,"inputed",NA
"416","ESSFwc2","ESSFwc2/02","Fdi",NA,"Fd",3,"inputed",NA
"417","MHmm1","MHmm1/103","Bl",NA,"Bl",2,"inputed",NA
"418","ESSFxvw","ESSFxvw/01","Sx",NA,"Sx",3,"inputed",NA
"419","ESSFxv2","ESSFxv2/02","Sx",NA,"Sx",3,"inputed",NA
"420","IDFdc","IDFdc/04","Sx",NA,"Sx",2,"inputed",NA
"421","IDFdc","IDFdc/02","Pli",NA,"Pl",3,"inputed",NA
"422","SBSdw3","SBSdw3/01","Bl",NA,"Bl",2,"inputed",NA
"423","IDFdk1","IDFdk1/104","Sx",NA,"Sx",3,"inputed",NA
"424","BWBSmw","BWBSmw/111","Bl",NA,"Bl",3,"inputed",NA
"425","ESSFwc2","ESSFwc2/01","Hw",NA,"Hw",3,"inputed",NA
"426","SBSwk1","SBSwk1/05","Ac",NA,"Ac",3,"inputed",NA
"427","ICHwk4","ICHwk4/04","Cw",NA,"Cw",3,"inputed",NA
"428","ESSFwk1","ESSFwk1/01","At",NA,"At",3,"inputed",NA
"429","SBSdw3","SBSdw3/05","Fdi",NA,"Fd",1,"inputed",NA
"430","ICHmw3","ICHmw3/01","Ac",NA,"Ac",3,"inputed",NA
"431","CWHvm2","CWHvm2/110","Dr",NA,"Dr",4,"inputed",NA
"432","MHmm1","MHmm1/101","Pw",NA,"Pw",3,"inputed",NA
"433","MHmm1","MHmm1/101b","Pw",NA,"Pw",3,"inputed",NA
"434","CWHvh2","CWHvh2/110","Tw",NA,"Tw",4,"inputed",NA
"435","SBSdh1","SBSdh1/04","Ep",NA,"Ep",3,"inputed",NA
"436","SBSdh1","SBSdh1/06","Ac",NA,"Ac",3,"inputed",NA
"437","ICHxw","ICHxw/101","Tw",NA,"Tw",3,"inputed",NA
"438","CWHwh1","CWHwh1/101a","Hm",NA,"Hm",2,"inputed",NA
"439","CWHwh1","CWHwh1/101","Plc",NA,"Pl",3,"inputed",NA
"440","SWBmk","SWBmk/05","Bl",NA,"Bl",3,"inputed",NA
"441","SWBmk","SWBmk/04","Bl",NA,"Bl",3,"inputed",NA
"442","SBSmc3","SBSmc3/03","Bl",NA,"Bl",3,"inputed",NA
"443","SBSmc3","SBSmc3/05","Bl",NA,"Bl",3,"inputed",NA
"444","CWHwh1","CWHwh1/110b","Hm",NA,"Hm",2,"inputed",NA
"445","CWHwh2","CWHwh2/111","Plc",NA,"Pl",2,"inputed",NA
"446","CWHdm3","CWHdm3/104","Ba",NA,"Ba",2,"inputed",NA
"447","IDFxm","IDFxm/03","At",NA,"At",3,"inputed",NA
"448","ESSFmh","ESSFmh/110","Fdi",NA,"Fd",3,"inputed",NA
"449","ESSFmc","ESSFmc/09","Pli",NA,"Pl",4,"inputed",NA
"450","ESSFmc","ESSFmc/08","Pli",NA,"Pl",3,"inputed",NA
"451","SBSwk3","SBSwk3/02","Fdi",NA,"Fd",2,"inputed",NA
"452","SBSdk","SBSdk/04","Bl",NA,"Bl",2,"inputed",NA
"453","ESSFwk2","ESSFwk2/03","Ac",NA,"Ac",3,"inputed",NA
"454","SBSmk1","SBSmk1/02","Bl",NA,"Bl",2,"inputed",NA
"455","SBPSdc","SBPSdc/08","At",NA,"At",3,"inputed",NA
"456","ESSFmv3","ESSFmv3/01","At",NA,"At",1,"inputed",NA
"457","SBSmk2","SBSmk2/01","Sb",NA,"Sb",3,"inputed",NA
"458","BWBSmw","BWBSmw/103","Sb",NA,"Sb",2,"inputed",NA
"459","SBSwk2","SBSwk2/01","Sb",NA,"Sb",3,"inputed",NA
"460","SBSmc3","SBSmc3/02","At",NA,"At",3,"inputed",NA
"461","CWHvm1","CWHvm1/104","Pw",NA,"Pw",3,"inputed",NA
"462","ESSFmcw","ESSFmcw/110","Sx",NA,"Sx",3,"inputed",NA
"463","CWHws2","CWHws2/102","Yc",NA,"Yc",1,"inputed",NA
"464","SBSwk1","SBSwk1/05","Hw",NA,"Hw",2,"inputed",NA
"465","SBSwk1","SBSwk1/06","Fdi",NA,"Fd",3,"inputed",NA
"466","SBSdw1","SBSdw1/05","Bl",NA,"Bl",2,"inputed",NA
"467","SBSwk3","SBSwk3/06","Sb",NA,"Sb",1,"inputed",NA
"468","ICHwk2","ICHwk2/02","Ep",NA,"Ep",3,"inputed",NA
"469","ICHwk2","ICHwk2/04","Tw",NA,"Tw",3,"inputed",NA
"470","ESSFmc","ESSFmc/10","Pli",NA,"Pl",3,"inputed",NA
"471","ESSFmc","ESSFmc/02","At",NA,"At",3,"inputed",NA
"472","ESSFmc","ESSFmc/03","Ac",NA,"Ac",4,"inputed",NA
"473","MHvh","MHvh/111","Bl",NA,"Bl",3,"inputed",NA
"474","ESSFwcw","ESSFwcw/103","Pli",NA,"Pl",3,"inputed",NA
"475","CWHws2","CWHws2/110","Tw",NA,"Tw",4,"inputed",NA
"476","CWHxs","CWHxs/110","Mv",NA,"Mv",1,"inputed",NA
"477","ICHmk4","ICHmk4/101","Hw",NA,"Hw",3,"inputed",NA
"478","CWHdm2","CWHdm2/111","Ss",NA,"Ss",3,"inputed",NA
"479","CWHms5","CWHms5/103.1","Bg",NA,"Bg",2,"inputed",NA
"480","ICHdw1","ICHdw1/103","Bg",NA,"Bg",3,"inputed",NA
"481","ESSFwm2","ESSFwm2/101","Hw",NA,"Hw",4,"inputed",NA
"482","ESSFmkw","ESSFmkw/101","Ba",NA,"Ba",3,"inputed",NA
"483","ESSFwk1","ESSFwk1/04","Ac",NA,"Ac",3,"inputed",NA
"484","ICHdk","ICHdk/04","Ac",NA,"Ac",4,"inputed",NA
"485","ESSFwc3","ESSFwc3/03","Ac",NA,"Ac",3,"inputed",NA
"486","ESSFwc3","ESSFwc3/03","Pli",NA,"Pl",3,"inputed",NA
"487","ESSFwc3","ESSFwc3/02","Ac",NA,"Ac",4,"inputed",NA
"488","CWHvm2","CWHvm2/105","Tw",NA,"Tw",3,"inputed",NA
"489","SBSdw3","SBSdw3/02","At",NA,"At",4,"inputed",NA
"490","SBSdw3","SBSdw3/02","Ep",NA,"Ep",3,"inputed",NA
"491","SBSdh1","SBSdh1/04","At",NA,"At",4,"inputed",NA
"492","CWHvm1","CWHvm1/110","Ep",NA,"Ep",2,"inputed",NA
"493","CWHvm3","CWHvm3/110","Ep",NA,"Ep",2,"inputed",NA
"494","ICHmc2","ICHmc2/02","Ss",NA,"Ss",3,"inputed",NA
"495","MSdm3","MSdm3/01","Ac",NA,"Ac",3,"inputed",NA
"496","MSdm3","MSdm3/01","At",NA,"At",2,"inputed",NA
"497","CWHms4","CWHms4/104","Plc",NA,"Pl",2,"inputed",NA
"498","SBSdh2","SBSdh2/01","Sb",NA,"Sb",2,"inputed",NA
"499","SBSdh2","SBSdh2/06","Sb",NA,"Sb",2,"inputed",NA
"500","SBSwk2","SBSwk2/06","Ep",NA,"Ep",2,"inputed",NA
"501","CMAunp","CMAunp/00","Hw",NA,"Hw",1,"inputed",NA
"502","CMAunp","CMAunp/00","Hm",NA,"Hm",2,"inputed",NA
"503","ESSFdkp","ESSFdkp/00","Pli",NA,"Pl",3,"inputed",NA
"504","CMAunp","CMAunp/00","Pa",NA,"Pa",3,"inputed",NA
"505","ESSFwcp","ESSFwcp/00","Fdi",NA,"Fd",2,"inputed",NA
"506","ESSFwcp","ESSFwcp/00","Ep",NA,"Ep",3,"inputed",NA
"507","ESSFvcp","ESSFvcp/00","Sx",NA,"Sx",3,"inputed",NA
"508","ESSFxcp","ESSFxcp/00","Pa",NA,"Pa",3,"inputed",NA
"509","ESSFxcp","ESSFxcp/00","Sx",NA,"Sx",4,"inputed",NA
"510","ESSFmmp","ESSFmmp/00","La",NA,"La",3,"inputed",NA
"511","BAFAunp","BAFAunp/00","Bl",NA,"Bl",1,"inputed",NA
"512","BAFAunp","BAFAunp/00","Pa",NA,"Pa",3,"inputed",NA
"513","BAFAunp","BAFAunp/00","Hm",NA,"Hm",3,"inputed",NA
"514","IMAunp","IMAunp/00","Bl",NA,"Bl",2,"inputed",NA
"515","IMAunp","IMAunp/00","Pa",NA,"Pa",3,"inputed",NA
"516","ESSFmwp","ESSFmwp/00","La",NA,"La",2,"inputed",NA
"517","MHmmp","MHmmp/m","Ba",NA,"Ba",2,"inputed",NA
"518","ESSFun","ESSFun/m","Plc",NA,"Pl",3,"inputed",NA
"519","ESSFun","ESSFun/m","Sx",NA,"Sx",3,"inputed",NA
"520","ESSFun","ESSFun/h","Ss",NA,"Ss",2,"inputed",NA
"521","ESSFun","ESSFun/h","Sx",NA,"Sx",3,"inputed",NA
"522","MHmmp","MHmmp/h","Ba",NA,"Ba",2,"inputed",NA
"523","MHmmp","MHmmp/h","Bl",NA,"Bl",1,"inputed",NA
"524","ESSFun","ESSFun/x","Hm",NA,"Hm",3,"inputed",NA
"525","ESSFun","ESSFun/x","Plc",NA,"Pl",3,"inputed",NA
